ID,MONTHS_BALANCE,STATUS,CODE_GENDER,FLAG_OWN_CAR,FLAG_OWN_REALTY,CNT_CHILDREN,AMT_INCOME_TOTAL,NAME_INCOME_TYPE,NAME_EDUCATION_TYPE,NAME_FAMILY_STATUS,NAME_HOUSING_TYPE,DAYS_BIRTH,DAYS_EMPLOYED,OCCUPATION_TYPE,CNT_FAM_MEMBERS
5038838,0.0,0,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18427,-1296,Laborers,2
5038839,0.0,X,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18427,-1296,Laborers,2
5038840,0.0,C,M,N,Y,0,90000.0,Working,Secondary / secondary special,Married,House / apartment,-18427,-1296,Laborers,2
5038844,0.0,C,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007,-1569,Sales staff,2
5038846,0.0,C,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007,-1569,Sales staff,2
5038847,0.0,C,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007,-1569,Sales staff,2
5038848,0.0,C,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007,-1569,Sales staff,2
5038849,0.0,0,F,N,Y,0,103500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-17007,-1569,Sales staff,2
5038863,0.0,X,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,Laborers,3
5038864,0.0,X,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,Laborers,3
5038865,0.0,0,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,Laborers,3
5038867,0.0,X,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,Laborers,3
5038869,0.0,X,M,Y,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-14488,-1630,Laborers,3
5038872,0.0,X,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12674,-656,Sales staff,2
5038873,0.0,X,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12674,-656,Sales staff,2
5038875,0.0,C,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12674,-656,Sales staff,2
5038876,0.0,X,F,Y,Y,0,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-12674,-656,Sales staff,2
5038877,0.0,C,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-16546,-1995,Core staff,1
5038882,0.0,C,M,Y,Y,0,112500.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-18491,-473,Laborers,2
5038909,0.0,X,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,Laborers,3
5038911,0.0,X,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,Laborers,3
5038917,0.0,X,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,Laborers,3
5038918,0.0,C,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,Laborers,3
5038919,0.0,X,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,Laborers,3
5038920,0.0,X,F,N,Y,1,135000.0,Commercial associate,Secondary / secondary special,Married,With parents,-11034,-2421,Laborers,3
5038932,0.0,C,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-14548,-6317,Medicine staff,1
5038933,0.0,C,F,N,Y,0,94500.0,Commercial associate,Higher education,Separated,House / apartment,-14548,-6317,Medicine staff,1
5041057,0.0,C,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16817,-1557,Laborers,3
5041058,0.0,C,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16817,-1557,Laborers,3
5041059,0.0,0,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16817,-1557,Laborers,3
5041060,0.0,X,F,N,Y,1,135000.0,Working,Secondary / secondary special,Married,House / apartment,-16817,-1557,Laborers,3
5041068,0.0,C,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,Sales staff,1
5041069,0.0,0,F,N,Y,0,103500.0,Working,Secondary / secondary special,Single / not married,House / apartment,-17461,-2134,Sales staff,1
5041071,0.0,0,F,N,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,With parents,-10678,-1526,Security staff,1
5041072,0.0,C,F,N,N,0,112500.0,State servant,Secondary / secondary special,Single / not married,With parents,-10678,-1526,Security staff,1
5041076,0.0,0,F,N,N,3,112500.0,Working,Higher education,Married,House / apartment,-12094,-3079,Laborers,5
5041077,0.0,X,F,N,N,3,112500.0,Working,Higher education,Married,House / apartment,-12094,-3079,Laborers,5
5041081,0.0,X,F,N,N,3,112500.0,Working,Higher education,Married,House / apartment,-12094,-3079,Laborers,5
5041086,0.0,C,M,Y,Y,0,189000.0,Working,Higher education,Married,House / apartment,-18736,-339,Drivers,2
5041089,0.0,C,M,Y,Y,0,189000.0,Working,Higher education,Married,House / apartment,-18736,-339,Drivers,2
5041090,0.0,X,M,Y,Y,0,189000.0,Working,Higher education,Married,House / apartment,-18736,-339,Drivers,2
5041111,0.0,0,M,Y,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18418,-3383,Laborers,1
5041115,0.0,0,M,Y,Y,0,405000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-18418,-3383,Laborers,1
5041116,0.0,C,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041124,0.0,C,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041126,0.0,C,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041127,0.0,C,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041129,0.0,X,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041130,0.0,C,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041131,0.0,C,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041132,0.0,0,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041133,0.0,0,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041135,0.0,C,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041136,0.0,0,F,N,Y,0,225000.0,Commercial associate,Higher education,Single / not married,House / apartment,-17031,-642,Core staff,1
5041141,0.0,C,F,N,Y,0,157500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-10338,-795,Core staff,2
5041142,0.0,C,F,N,Y,0,157500.0,State servant,Incomplete higher,Civil marriage,House / apartment,-10338,-795,Core staff,2
5041160,0.0,C,M,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14451,-4206,Drivers,3
5041164,0.0,0,M,Y,Y,1,157500.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14451,-4206,Drivers,3
5041167,0.0,0,F,N,Y,0,108000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12098,-2226,Sales staff,2
5041170,0.0,0,F,N,Y,0,108000.0,Commercial associate,Secondary / secondary special,Civil marriage,House / apartment,-12098,-2226,Sales staff,2
5041173,0.0,C,M,Y,Y,1,225000.0,Working,Secondary / secondary special,Married,House / apartment,-18718,-583,Managers,3
5041174,0.0,0,F,N,Y,1,180000.0,Working,Incomplete higher,Married,Municipal apartment,-10754,-65,Core staff,3
5041177,0.0,C,F,Y,Y,0,382500.0,Commercial associate,Higher education,Married,House / apartment,-20054,-6427,Managers,2
5041179,0.0,C,F,Y,Y,0,382500.0,Commercial associate,Higher education,Married,House / apartment,-20054,-6427,Managers,2
5041181,0.0,0,F,Y,Y,0,382500.0,Commercial associate,Higher education,Married,House / apartment,-20054,-6427,Managers,2
5041203,0.0,0,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,Secretaries,1
5041204,0.0,0,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,Secretaries,1
5041205,0.0,C,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,Secretaries,1
5041208,0.0,C,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,Secretaries,1
5041210,0.0,X,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,Secretaries,1
5041212,0.0,C,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,Secretaries,1
5041213,0.0,C,F,N,Y,0,180000.0,Working,Higher education,Widow,House / apartment,-23035,-2134,Secretaries,1
5041216,0.0,C,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10886,-308,Laborers,1
5041220,0.0,C,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10886,-308,Laborers,1
5041221,0.0,C,M,N,Y,0,270000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10886,-308,Laborers,1
5041228,0.0,0,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,Medicine staff,2
5041229,0.0,C,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,Medicine staff,2
5041230,0.0,C,F,N,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-16933,-10384,Medicine staff,2
5041261,0.0,C,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,Laborers,2
5041263,0.0,X,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,Laborers,2
5041264,0.0,C,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,Laborers,2
5041265,0.0,C,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,Laborers,2
5041266,0.0,C,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,Laborers,2
5041268,0.0,0,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,Laborers,2
5041269,0.0,0,F,N,Y,0,99000.0,State servant,Higher education,Married,House / apartment,-18563,-8284,Laborers,2
5041323,0.0,0,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-18973,-3289,Laborers,1
5041324,0.0,X,F,N,N,0,157500.0,Working,Higher education,Single / not married,Office apartment,-18973,-3289,Laborers,1
5041325,0.0,C,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-23253,-6607,Cleaning staff,1
5041326,0.0,C,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-23253,-6607,Cleaning staff,1
5041327,0.0,0,F,N,Y,0,202500.0,Commercial associate,Secondary / secondary special,Widow,Municipal apartment,-23253,-6607,Cleaning staff,1
5041338,0.0,X,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-12392,-3138,Sales staff,3
5041339,0.0,X,F,N,N,1,112500.0,Commercial associate,Higher education,Married,House / apartment,-12392,-3138,Sales staff,3
5041345,0.0,X,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14896,-5420,Drivers,2
5041346,0.0,X,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14896,-5420,Drivers,2
5097108,0.0,C,M,N,Y,0,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14896,-5420,Drivers,2
5041353,0.0,0,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,Laborers,2
5041354,0.0,0,M,Y,N,0,225000.0,Working,Secondary / secondary special,Married,House / apartment,-10102,-551,Laborers,2
5041360,0.0,C,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,Managers,2
5041363,0.0,X,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,Managers,2
5041364,0.0,X,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,Managers,2
5041365,0.0,X,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,Managers,2
5097139,0.0,C,F,N,N,0,315000.0,Commercial associate,Higher education,Civil marriage,With parents,-14679,-1282,Managers,2
5041367,0.0,C,F,N,N,0,180000.0,State servant,Incomplete higher,Married,House / apartment,-10315,-2985,Core staff,2
5041386,0.0,C,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,Core staff,2
5041387,0.0,C,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,Core staff,2
5041388,0.0,0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,Core staff,2
5041389,0.0,C,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,Core staff,2
5041390,0.0,C,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,Core staff,2
5041392,0.0,C,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,Core staff,2
5041394,0.0,C,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,Core staff,2
5097183,0.0,0,F,Y,Y,0,135000.0,Working,Secondary / secondary special,Married,With parents,-15131,-6456,Core staff,2
5041395,0.0,C,F,Y,Y,1,99000.0,State servant,Secondary / secondary special,Married,With parents,-13612,-6091,Medicine staff,3
5041399,0.0,C,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,Sales staff,2
5041400,0.0,C,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,Sales staff,2
5041401,0.0,0,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,Sales staff,2
5097048,0.0,C,F,N,Y,0,225000.0,Commercial associate,Incomplete higher,Civil marriage,House / apartment,-8425,-94,Sales staff,2
5041415,0.0,0,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,High skill tech staff,2
5041416,0.0,X,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,High skill tech staff,2
5041417,0.0,C,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,High skill tech staff,2
5041418,0.0,X,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,High skill tech staff,2
5041419,0.0,X,F,Y,N,0,157500.0,Working,Higher education,Married,House / apartment,-13146,-2163,High skill tech staff,2
5041444,0.0,C,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-20395,-2682,Managers,2
5041446,0.0,0,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-20395,-2682,Managers,2
5041449,0.0,C,M,Y,Y,0,337500.0,Commercial associate,Higher education,Married,House / apartment,-20395,-2682,Managers,2
5041459,0.0,0,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,Core staff,1
5041460,0.0,X,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,Core staff,1
5041463,0.0,C,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,Core staff,1
5041464,0.0,C,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,Core staff,1
5041466,0.0,X,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,Core staff,1
5041467,0.0,X,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,Core staff,1
5041469,0.0,X,F,Y,N,0,180000.0,Commercial associate,Secondary / secondary special,Separated,House / apartment,-15351,-6790,Core staff,1
5041473,0.0,0,F,N,N,2,135000.0,State servant,Incomplete higher,Married,With parents,-11637,-2285,Core staff,4
5041474,0.0,0,F,N,Y,0,90000.0,Commercial associate,Higher education,Married,House / apartment,-9006,-793,Sales staff,2
5041495,0.0,0,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,Laborers,2
5041498,0.0,C,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,Laborers,2
5041499,0.0,C,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,Laborers,2
5041500,0.0,X,M,Y,Y,0,90000.0,Working,Secondary / secondary special,Civil marriage,House / apartment,-12821,-155,Laborers,2
5041506,0.0,X,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,Managers,3
5041508,0.0,X,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,Managers,3
5041509,0.0,X,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,Managers,3
5041510,0.0,X,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,Managers,3
5041511,0.0,X,M,N,Y,1,292500.0,Working,Higher education,Married,Co-op apartment,-12954,-2590,Managers,3
5041524,0.0,C,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,Accountants,2
5041532,0.0,C,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,Accountants,2
5041533,0.0,C,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,Accountants,2
5041534,0.0,C,F,Y,Y,0,135000.0,Working,Higher education,Married,House / apartment,-13474,-2894,Accountants,2
5041541,0.0,C,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,Sales staff,1
5041542,0.0,0,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,Sales staff,1
5041543,0.0,C,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,Sales staff,1
5097169,0.0,C,F,N,N,0,90000.0,Commercial associate,Secondary / secondary special,Single / not married,House / apartment,-10731,-885,Sales staff,1
5041544,0.0,C,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,Drivers,2
5041545,0.0,C,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,Drivers,2
5041547,0.0,C,M,Y,Y,0,180000.0,State servant,Secondary / secondary special,Married,House / apartment,-9570,-2620,Drivers,2
5041549,0.0,0,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,Accountants,2
5041550,0.0,C,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,Accountants,2
5097177,0.0,0,F,Y,Y,0,247500.0,Working,Higher education,Married,House / apartment,-11961,-2224,Accountants,2
5041570,0.0,X,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,Laborers,3
5041571,0.0,X,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,Laborers,3
5041572,0.0,X,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,Laborers,3
5041573,0.0,X,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,Laborers,3
5041574,0.0,X,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,Laborers,3
5097184,0.0,X,M,Y,Y,1,202500.0,Working,Secondary / secondary special,Married,House / apartment,-19060,-398,Laborers,3
5041581,0.0,C,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1402,Managers,3
5041582,0.0,X,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1402,Managers,3
5041583,0.0,C,F,N,Y,1,270000.0,Working,Secondary / secondary special,Married,House / apartment,-19040,-1402,Managers,3
5041602,0.0,C,F,N,Y,0,67500.0,Working,Higher education,Married,House / apartment,-11510,-2955,Sales staff,2
5041605,0.0,X,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,Laborers,2
5041606,0.0,C,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,Laborers,2
5041607,0.0,X,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,Laborers,2
5041608,0.0,X,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,Laborers,2
5041610,0.0,C,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,Laborers,2
5041611,0.0,C,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,Laborers,2
5097056,0.0,C,M,Y,Y,0,270000.0,Working,Secondary / secondary special,Married,House / apartment,-12257,-1463,Laborers,2
5041618,0.0,X,F,Y,Y,1,180000.0,Working,Higher education,Married,House / apartment,-15496,-2590,Core staff,3
5041623,0.0,X,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,Sales staff,1
5041624,0.0,X,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,Sales staff,1
5041625,0.0,X,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,Sales staff,1
5041627,0.0,X,M,N,Y,0,292500.0,Commercial associate,Higher education,Single / not married,Rented apartment,-9990,-1221,Sales staff,1
5041629,0.0,C,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,Laborers,2
5041632,0.0,C,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,Laborers,2
5041633,0.0,C,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,Laborers,2
5041634,0.0,C,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,Laborers,2
5041635,0.0,0,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,Laborers,2
5097122,0.0,C,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,Laborers,2
5097123,0.0,C,M,Y,Y,0,234000.0,Working,Secondary / secondary special,Married,House / apartment,-15510,-3016,Laborers,2
5041643,0.0,0,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,Sales staff,3
5041648,0.0,0,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,Sales staff,3
5041649,0.0,0,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,Sales staff,3
5041650,0.0,C,F,Y,Y,1,270000.0,Commercial associate,Secondary / secondary special,Married,House / apartment,-14186,-1736,Sales staff,3
5041653,0.0,X,F,Y,Y,2,135000.0,Working,Secondary / secondary special,Married,House / apartment,-11965,-2863,Sales staff,4
5041654,0.0,C,F,N,Y,0,99000.0,Working,Secondary / secondary special,Married,House / apartment,-20065,-306,Laborers,2
5041662,0.0,0,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,Managers,3
5041664,0.0,C,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,Managers,3
5041665,0.0,C,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,Managers,3
5041672,0.0,C,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,Managers,3
5041674,0.0,1,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,Managers,3
5041675,0.0,C,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,Managers,3
5041676,0.0,C,F,Y,Y,1,333000.0,Commercial associate,Higher education,Married,House / apartment,-11525,-1616,Managers,3
5041689,0.0,X,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,Accountants,1
5041690,0.0,X,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,Accountants,1
5097171,0.0,X,F,N,Y,0,315000.0,Working,Secondary / secondary special,Single / not married,House / apartment,-10397,-1037,Accountants,1
5041692,0.0,0,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,Core staff,3
5041693,0.0,0,F,N,Y,1,135000.0,Working,Incomplete higher,Married,House / apartment,-14099,-1616,Core staff,3
5041697,0.0,C,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,Core staff,1
5041699,0.0,0,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,Core staff,1
5041703,0.0,C,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,Core staff,1
5041704,0.0,0,F,Y,N,0,342000.0,State servant,Higher education,Single / not married,House / apartment,-12214,-3807,Core staff,1
5041708,0.0,X,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,High skill tech staff,5
5041709,0.0,C,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,High skill tech staff,5
5041712,0.0,C,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,High skill tech staff,5
5041713,0.0,C,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,High skill tech staff,5
5041714,0.0,C,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,High skill tech staff,5
5041715,0.0,C,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,High skill tech staff,5
5097174,0.0,C,M,Y,Y,3,180000.0,Working,Secondary / secondary special,Married,House / apartment,-14192,-824,High skill tech staff,5
5041716,0.0,X,F,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13409,-732,Laborers,2
5041717,0.0,C,F,N,Y,0,315000.0,Commercial associate,Higher education,Married,House / apartment,-13409,-732,Laborers,2
5041718,0.0,C,F,N,Y,0,202500.0,State servant,Higher education,Married,House / apartment,-11158,-640,High skill tech staff,2
5041723,0.0,C,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17377,-5512,High skill tech staff,2
5041724,0.0,C,F,Y,Y,0,225000.0,Working,Higher education,Married,House / apartment,-17377,-5512,High skill tech staff,2
5041725,0.0,X,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13170,-763,Core staff,2
5041726,0.0,C,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13170,-763,Core staff,2
5041728,0.0,C,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13170,-763,Core staff,2
5097050,0.0,X,F,Y,Y,0,81000.0,Working,Secondary / secondary special,Married,House / apartment,-13170,-763,Core staff,2
